
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
        32       24       2.59383E-03   0.1335
         1       25       4.05131E-03   0.2053
         2       25       4.04908E-03   0.2092
         3       25       4.30360E-03   0.2353
         4       25       4.89968E-03   0.2595
         5       25       4.35080E-03   0.2732
         6       25       3.02467E-03   0.3296
         7       25       2.80618E-03   0.3361
         8       25       2.42144E-03   0.3672
         9       25       2.23113E-03   0.3652
        10       25       1.49666E-03   0.3800
        11       25       1.52549E-03   0.3602
        12       25       1.55466E-03   0.3374
        13       25       1.43389E-03   0.3315
        14       25       1.27608E-03   0.3526
        15       25       1.29331E-03   0.3307
        16       25       1.30833E-03   0.3080
        17       25       2.18247E-03   0.1013
        18       25       2.58998E-03   0.1383
        19       25       1.94099E-03   0.1438
        20       25       1.84299E-03   0.1079
        21       25       1.92435E-03   0.1282
        22       25       1.53420E-03   0.0998
        23       25       1.73794E-03   0.1310
        24       25       1.61973E-03   0.1314
        25       25       1.44486E-03   0.1165
        26       25       1.55379E-03   0.1224
        27       25       1.98350E-03   0.1545
        28       25       2.48355E-03   0.1676
        29       25       1.93874E-03   0.1426
        30       25       2.67861E-03   0.1943
        31       25       2.22515E-03   0.1503
        32       25       2.31951E-03   0.1467
         1       26       4.21737E-03   0.1575
         2       26       3.71235E-03   0.1600
         3       26       3.52432E-03   0.1804
         4       26       2.72684E-03   0.2201
         5       26       2.72471E-03   0.2111
         6       26       3.15081E-03   0.2181
         7       26       2.78944E-03   0.2352
         8       26       2.68672E-03   0.2647
         9       26       1.72669E-03   0.2489
        10       26       1.65983E-03   0.2685
        11       26       1.22265E-03   0.3582
        12       26       9.36058E-04   0.4102
        13       26       1.10433E-03   0.4155
        14       26       1.14621E-03   0.4303
        15       26       1.23482E-03   0.4029
        16       26       1.05627E-03   0.3782
        17       26       2.10785E-03   0.0800
        18       26       2.64510E-03   0.1261
        19       26       2.76346E-03   0.1367
        20       26       2.18676E-03   0.1034
        21       26       1.84677E-03   0.1061
        22       26       2.14169E-03   0.1828
        23       26       1.72793E-03   0.1384
        24       26       1.63458E-03   0.1291
        25       26       1.62940E-03   0.1446
        26       26       1.99119E-03   0.1633
        27       26       2.39015E-03   0.1623
        28       26       2.09597E-03   0.1314
        29       26       1.88307E-03   0.1509
        30       26       1.76107E-03   0.1371
        31       26       2.11905E-03   0.1299
        32       26       2.36435E-03   0.1379
         1       27       3.55694E-03   0.1428
         2       27       3.51479E-03   0.1496
         3       27       3.24231E-03   0.1548
         4       27       3.59648E-03   0.1816
         5       27       3.58384E-03   0.1797
         6       27       3.53681E-03   0.1784
         7       27       2.80171E-03   0.1848
         8       27       2.73531E-03   0.2763
         9       27       2.82781E-03   0.3135
        10       27       2.17931E-03   0.3311
        11       27       1.97363E-03   0.3262
        12       27       1.96489E-03   0.2966
        13       27       1.57418E-03   0.3079
        14       27       1.18964E-03   0.3186
        15       27       9.38614E-04   0.2995
        16       27       7.96663E-04   0.3167
        17       27       2.03949E-03   0.0907
        18       27       2.26806E-03   0.1015
        19       27       2.69120E-03   0.1344
        20       27       2.40172E-03   0.1296
        21       27       2.05062E-03   0.1160
        22       27       1.96144E-03   0.1626
        23       27       1.77519E-03   0.1106
        24       27       1.94654E-03   0.1158
        25       27       1.80956E-03   0.1481
        26       27       1.82112E-03   0.1402
        27       27       2.20741E-03   0.1222
        28       27       1.86917E-03   0.1248
        29       27       1.57822E-03   0.1329
        30       27       1.81663E-03   0.1362
        31       27       1.99096E-03   0.1284
        32       27       1.92553E-03   0.1217
         1       28       3.92345E-03   0.1751
         2       28       4.05753E-03   0.1830
         3       28       4.01482E-03   0.1964
         4       28       4.13076E-03   0.2107
         5       28       3.49289E-03   0.2113
         6       28       2.99770E-03   0.2277
         7       28       3.22120E-03   0.2286
         8       28       2.52479E-03   0.2567
         9       28       2.60874E-03   0.2799
        10       28       2.50622E-03   0.2958
        11       28       1.81252E-03   0.3048
        12       28       1.84468E-03   0.3195
        13       28       1.83616E-03   0.3808
        14       28       2.05109E-03   0.4062
        15       28       2.42669E-03   0.3936
        16       28       2.19791E-03   0.3692
        17       28       2.63325E-03   0.1206
        18       28       2.40156E-03   0.1050
        19       28       2.28967E-03   0.1242
        20       28       2.17972E-03   0.1127
        21       28       2.07234E-03   0.1197
        22       28       2.08335E-03   0.1302
        23       28       1.91370E-03   0.1084
        24       28       2.18804E-03   0.1447
        25       28       1.80364E-03   0.1451
        26       28       1.99789E-03   0.1205
        27       28       2.13690E-03   0.1164
        28       28       2.56267E-03   0.1298
        29       28       2.16296E-03   0.1443
        30       28       1.82275E-03   0.1281
        31       28       2.02785E-03   0.1179
        32       28       2.37580E-03   0.1303
         1       29       4.55854E-03   0.1437
         2       29       4.52902E-03   0.1386
         3       29       4.15805E-03   0.1400
         4       29       3.57674E-03   0.1607
         5       29       3.62460E-03   0.1607
         6       29       3.64553E-03   0.1591
         7       29       3.55669E-03   0.1575
         8       29       3.29197E-03   0.1860
         9       29       2.67738E-03   0.2445
        10       29       2.23683E-03   0.3164
        11       29       2.81820E-03   0.3123
        12       29       2.74742E-03   0.3251
        13       29       2.97467E-03   0.3488
        14       29       3.48492E-03   0.3702
        15       29       2.50774E-03   0.4146
        16       29       2.24947E-03   0.3759
        17       29       2.67560E-03   0.1210
        18       29       2.40286E-03   0.0991
        19       29       2.26978E-03   0.1309
        20       29       2.49398E-03   0.1186
        21       29       2.20727E-03   0.1000
        22       29       2.21599E-03   0.1110
        23       29       2.06993E-03   0.1414
        24       29       2.30640E-03   0.1151
        25       29       2.11238E-03   0.1404
        26       29       2.05953E-03   0.1232
        27       29       2.30689E-03   0.1124
        28       29       2.64833E-03   0.1297
        29       29       2.43993E-03   0.1181
        30       29       2.26940E-03   0.1462
        31       29       2.74875E-03   0.2266
        32       29       2.51211E-03   0.1340
         1       30       5.31613E-03   0.1624
         2       30       5.51029E-03   0.1744
         3       30       5.43987E-03   0.1891
         4       30       5.41055E-03   0.2326
         5       30       5.18222E-03   0.2317
         6       30       5.12996E-03   0.2264
         7       30       4.66181E-03   0.2362
         8       30       4.27036E-03   0.2278
         9       30       4.59036E-03   0.2313
        10       30       3.58560E-03   0.2496
        11       30       3.27763E-03   0.2591
        12       30       3.57898E-03   0.2503
        13       30       3.59243E-03   0.2739
        14       30       2.65756E-03   0.2990
        15       30       2.50379E-03   0.3026
        16       30       1.91872E-03   0.3297
        17       30       2.48031E-03   0.0820
        18       30       2.13254E-03   0.0940
        19       30       2.90824E-03   0.1748
        20       30       3.14538E-03   0.1575
        21       30       2.64327E-03   0.1237
        22       30       2.43744E-03   0.1035
        23       30       2.46313E-03   0.1140
        24       30       2.37590E-03   0.1144
        25       30       2.22423E-03   0.1209
        26       30       2.51444E-03   0.1311
        27       30       2.41283E-03   0.1070
        28       30       2.52979E-03   0.1075
        29       30       2.31981E-03   0.1213
