
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
        26       95       3.39830E-02   0.0397
        27       95       3.64098E-02   0.0372
        28       95       3.63201E-02   0.0399
        29       95       3.17276E-02   0.0395
        30       95       3.22759E-02   0.0404
        31       95       3.56555E-02   0.0366
        32       95       3.93251E-02   0.0383
         1       96       6.90202E-02   0.0673
         2       96       7.11546E-02   0.0660
         3       96       7.35362E-02   0.0706
         4       96       7.59344E-02   0.0773
         5       96       7.23237E-02   0.0764
         6       96       6.93190E-02   0.0747
         7       96       6.68094E-02   0.0741
         8       96       6.76692E-02   0.0773
         9       96       6.42243E-02   0.0801
        10       96       5.55748E-02   0.0883
        11       96       4.86650E-02   0.0936
        12       96       4.41885E-02   0.0869
        13       96       3.69237E-02   0.0772
        14       96       3.21775E-02   0.0771
        15       96       3.08765E-02   0.0772
        16       96       3.07422E-02   0.0826
        17       96       2.94618E-02   0.0478
        18       96       2.92825E-02   0.0519
        19       96       2.79611E-02   0.0490
        20       96       3.21100E-02   0.0496
        21       96       3.21326E-02   0.0427
        22       96       2.95450E-02   0.0378
        23       96       3.09941E-02   0.0369
        24       96       3.04280E-02   0.0409
        25       96       3.09102E-02   0.0404
        26       96       3.23434E-02   0.0393
        27       96       3.75569E-02   0.0381
        28       96       3.72467E-02   0.0380
        29       96       3.40489E-02   0.0394
        30       96       3.44704E-02   0.0428
        31       96       3.66188E-02   0.0363
        32       96       4.16697E-02   0.0375
         1       97       5.65365E-02   0.0694
         2       97       5.62922E-02   0.0694
         3       97       5.84767E-02   0.0740
         4       97       5.99036E-02   0.0796
         5       97       5.86269E-02   0.0782
         6       97       5.83958E-02   0.0743
         7       97       5.73285E-02   0.0707
         8       97       5.65745E-02   0.0702
         9       97       5.21109E-02   0.0733
        10       97       4.75527E-02   0.0816
        11       97       4.26548E-02   0.0862
        12       97       3.95749E-02   0.0819
        13       97       3.58587E-02   0.0750
        14       97       3.21569E-02   0.0764
        15       97       2.94164E-02   0.0770
        16       97       2.91979E-02   0.0757
        17       97       2.79935E-02   0.0401
        18       97       2.89890E-02   0.0513
        19       97       3.15387E-02   0.0545
        20       97       3.23229E-02   0.0429
        21       97       3.39994E-02   0.0465
        22       97       3.16773E-02   0.0430
        23       97       3.05793E-02   0.0388
        24       97       3.08771E-02   0.0387
        25       97       3.09267E-02   0.0357
        26       97       3.24034E-02   0.0380
        27       97       3.76849E-02   0.0335
        28       97       3.77570E-02   0.0364
        29       97       3.40101E-02   0.0395
        30       97       3.54298E-02   0.0448
        31       97       4.10648E-02   0.0386
        32       97       4.22227E-02   0.0401
         1       98       6.14270E-02   0.0602
         2       98       6.21134E-02   0.0612
         3       98       6.37779E-02   0.0660
         4       98       6.45357E-02   0.0718
         5       98       6.33164E-02   0.0701
         6       98       6.13244E-02   0.0687
         7       98       6.05599E-02   0.0688
         8       98       5.90671E-02   0.0731
         9       98       5.71866E-02   0.0795
        10       98       5.53542E-02   0.0863
        11       98       5.33716E-02   0.0912
        12       98       4.95523E-02   0.0821
        13       98       4.28910E-02   0.0768
        14       98       3.62138E-02   0.0780
        15       98       3.51060E-02   0.0783
        16       98       3.44935E-02   0.0752
        17       98       3.02495E-02   0.0476
        18       98       3.26063E-02   0.0576
        19       98       3.35418E-02   0.0557
        20       98       3.35309E-02   0.0443
        21       98       3.44706E-02   0.0459
        22       98       3.19458E-02   0.0404
        23       98       3.03150E-02   0.0376
        24       98       3.15064E-02   0.0394
        25       98       3.13597E-02   0.0435
        26       98       3.40278E-02   0.0359
        27       98       3.96036E-02   0.0350
        28       98       3.89693E-02   0.0382
        29       98       3.49634E-02   0.0445
        30       98       3.45609E-02   0.0367
        31       98       3.99134E-02   0.0379
        32       98       4.24734E-02   0.0368
         1       99       6.56425E-02   0.0690
         2       99       6.79547E-02   0.0722
         3       99       7.17146E-02   0.0764
         4       99       7.26449E-02   0.0817
         5       99       7.11991E-02   0.0782
         6       99       6.91575E-02   0.0741
         7       99       6.56832E-02   0.0709
         8       99       6.38221E-02   0.0711
         9       99       6.14590E-02   0.0769
        10       99       5.66032E-02   0.0848
        11       99       5.20334E-02   0.0900
        12       99       4.76341E-02   0.0897
        13       99       4.24861E-02   0.0835
        14       99       3.91419E-02   0.0904
        15       99       3.73468E-02   0.0884
        16       99       3.46706E-02   0.0833
        17       99       3.04450E-02   0.0418
        18       99       2.96370E-02   0.0464
        19       99       3.43656E-02   0.0521
        20       99       3.30022E-02   0.0413
        21       99       3.41708E-02   0.0417
        22       99       3.28529E-02   0.0372
        23       99       3.03284E-02   0.0343
        24       99       3.06662E-02   0.0360
        25       99       3.36035E-02   0.0397
        26       99       3.50521E-02   0.0364
        27       99       3.96872E-02   0.0336
        28       99       3.91857E-02   0.0362
        29       99       3.60733E-02   0.0392
        30       99       3.72463E-02   0.0396
        31       99       4.20285E-02   0.0387
        32       99       4.61224E-02   0.0413
         1      100       7.09028E-02   0.0675
         2      100       7.40855E-02   0.0682
         3      100       7.66780E-02   0.0739
         4      100       7.93207E-02   0.0812
         5      100       7.75582E-02   0.0790
         6      100       7.50352E-02   0.0760
         7      100       7.10244E-02   0.0722
         8      100       6.82591E-02   0.0733
         9      100       6.32011E-02   0.0767
        10      100       6.10932E-02   0.0860
        11      100       5.61345E-02   0.0930
        12      100       5.07385E-02   0.0894
        13      100       4.44518E-02   0.0858
        14      100       3.78566E-02   0.0911
        15      100       3.48554E-02   0.0910
        16      100       3.21649E-02   0.0844
        17      100       2.81305E-02   0.0385
        18      100       2.88195E-02   0.0458
        19      100       3.15761E-02   0.0461
        20      100       3.30362E-02   0.0392
        21      100       3.38826E-02   0.0377
        22      100       3.36469E-02   0.0370
        23      100       3.26554E-02   0.0372
        24      100       3.06347E-02   0.0359
        25      100       3.32856E-02   0.0367
        26      100       3.57639E-02   0.0352
        27      100       4.07538E-02   0.0347
        28      100       4.03089E-02   0.0382
        29      100       3.62335E-02   0.0401
        30      100       3.96952E-02   0.0512
        31      100       4.34537E-02   0.0377
        32      100       4.81934E-02   0.0414
         1      101       7.16454E-02   0.0704
         2      101       7.18537E-02   0.0705
         3      101       7.43863E-02   0.0715
         4      101       7.54448E-02   0.0738
         5      101       7.33949E-02   0.0727
         6      101       7.14763E-02   0.0715
         7      101       7.11425E-02   0.0716
         8      101       7.07870E-02   0.0749
         9      101       6.29135E-02   0.0768
        10      101       5.16328E-02   0.0701
        11      101       4.48996E-02   0.0716
        12      101       4.17807E-02   0.0682
        13      101       4.04080E-02   0.0705
        14      101       3.81723E-02   0.0737
        15      101       3.61096E-02   0.0738
